num_passengers,sales_channel,trip_type,length_of_stay,flight_hour,flight_day,route,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
1,Mobile,RoundTrip,180.0,2.0,Sat,AKLKUL,1.0,0.0,0.0,8.83,0
1,Internet,RoundTrip,17.0,3.0,Sun,AKLKUL,0.0,0.0,0.0,8.83,0
1,Internet,RoundTrip,36.0,4.0,Wed,AKLKUL,1.0,1.0,0.0,8.83,0
1,Internet,RoundTrip,17.0,7.0,Sun,AKLKUL,1.0,0.0,1.0,8.83,0
2,Internet,RoundTrip,25.0,1.0,Mon,AKLKUL,0.0,0.0,0.0,8.83,0
2,Internet,RoundTrip,22.0,4.0,Sun,AKLKUL,1.0,0.0,1.0,8.83,0
2,Internet,RoundTrip,21.0,8.0,Fri,AKLKUL,1.0,0.0,0.0,8.83,0
2,Internet,RoundTrip,40.0,8.0,Sun,AKLKUL,0.0,0.0,0.0,8.83,0
2,Internet,RoundTrip,65.0,13.0,Mon,AKLKUL,1.0,0.0,0.0,8.83,0
1,Internet,RoundTrip,208.0,4.0,Thu,AKLKUL,1.0,0.0,0.0,8.83,0
3,Internet,RoundTrip,35.0,16.0,Tue,AKLKUL,0.0,0.0,0.0,8.83,0
2,Internet,RoundTrip,27.0,11.0,Mon,AKLKUL,0.0,0.0,0.0,8.83,1
3,Internet,RoundTrip,21.0,8.0,Tue,AKLKUL,0.0,0.0,0.0,8.83,0
1,Internet,RoundTrip,106.0,1.0,Sun,AKLKUL,1.0,1.0,1.0,8.83,0
1,Internet,RoundTrip,22.0,11.0,Mon,AKLKUL,0.0,0.0,0.0,8.83,0
1,Internet,RoundTrip,204.0,16.0,Fri,AKLKUL,1.0,1.0,1.0,8.83,0
1,Internet,RoundTrip,18.0,6.0,Mon,AKLKUL,0.0,0.0,0.0,8.83,0
1,Internet,RoundTrip,51.0,3.0,Wed,AKLKUL,1.0,0.0,1.0,8.83,0
1,Mobile,RoundTrip,20.0,8.0,Tue,AKLKUL,1.0,0.0,0.0,8.83,0
3,Internet,RoundTrip,31.0,0.0,Thu,AKLKUL,1.0,0.0,0.0,8.83,0
2,Internet,RoundTrip,83.0,16.0,Tue,AKLKUL,1.0,0.0,1.0,8.83,0
1,Mobile,RoundTrip,18.0,3.0,Wed,AKLKUL,0.0,0.0,0.0,8.83,0
2,Internet,RoundTrip,18.0,22.0,Tue,AKLKUL,1.0,0.0,1.0,8.83,1
1,Internet,RoundTrip,17.0,11.0,Sat,AKLKUL,0.0,0.0,0.0,8.83,0
1,Internet,RoundTrip,35.0,6.0,Tue,AKLKUL,1.0,0.0,0.0,8.83,0
2,Internet,RoundTrip,42.0,4.0,Thu,AKLKUL,1.0,0.0,1.0,8.83,1
2,Internet,RoundTrip,85.0,15.0,Thu,AKLKUL,1.0,0.0,0.0,8.83,0
1,Internet,RoundTrip,21.0,2.0,Sat,AKLKUL,1.0,0.0,0.0,8.83,0
2,Internet,RoundTrip,24.0,6.0,Mon,AKLKUL,1.0,1.0,0.0,8.83,0
1,Internet,RoundTrip,44.0,13.0,Tue,AKLKUL,1.0,0.0,1.0,8.83,0
1,Internet,RoundTrip,20.0,7.0,Mon,AKLKUL,1.0,0.0,0.0,8.83,0
1,Internet,RoundTrip,24.0,12.0,Thu,AKLKUL,1.0,0.0,0.0,8.83,0
4,Internet,RoundTrip,36.0,16.0,Sun,AKLKUL,0.0,0.0,0.0,8.83,0
1,Internet,RoundTrip,37.0,15.0,Sun,AKLKUL,0.0,0.0,0.0,8.83,0
1,Internet,RoundTrip,21.0,21.0,Sun,AKLKUL,0.0,0.0,0.0,8.83,0
3,Internet,RoundTrip,22.0,7.0,Wed,AKLKUL,1.0,1.0,0.0,8.83,0
1,Internet,RoundTrip,22.0,9.0,Sat,AKLKUL,1.0,0.0,0.0,8.83,0
1,Internet,RoundTrip,38.0,12.0,Thu,AKLKUL,0.0,0.0,0.0,8.83,0
1,Internet,RoundTrip,19.0,14.0,Thu,AKLKUL,1.0,0.0,0.0,8.83,0
2,Internet,RoundTrip,17.0,10.0,Sat,AKLKUL,1.0,0.0,0.0,8.83,1
2,Internet,RoundTrip,64.0,14.0,Thu,AKLKUL,0.0,0.0,0.0,8.83,0
1,Internet,RoundTrip,22.0,7.0,Mon,AKLKUL,1.0,0.0,0.0,8.83,0
1,Internet,RoundTrip,86.0,3.0,Sun,AKLKUL,1.0,0.0,0.0,8.83,0
2,Internet,RoundTrip,24.0,7.0,Sun,AKLKUL,1.0,0.0,0.0,8.83,0
1,Internet,RoundTrip,19.0,9.0,Sat,AKLKUL,0.0,0.0,0.0,8.83,0
1,Mobile,RoundTrip,82.0,10.0,Fri,AKLKUL,1.0,1.0,1.0,8.83,1
1,Internet,RoundTrip,22.0,4.0,Wed,AKLKUL,1.0,0.0,0.0,8.83,0
1,Internet,OneWay,1.0,23.0,Sun,AKLKUL,1.0,0.0,0.0,8.83,0
2,Internet,RoundTrip,18.0,10.0,Mon,AKLKUL,0.0,0.0,0.0,8.83,0
1,Internet,RoundTrip,17.0,2.0,Fri,AKLKUL,1.0,0.0,1.0,8.83,1
1,Internet,RoundTrip,35.0,8.0,Sun,AKLKUL,1.0,0.0,0.0,8.83,0
1,Internet,RoundTrip,41.0,15.0,Thu,AKLKUL,1.0,1.0,1.0,8.83,0
1,Internet,RoundTrip,60.0,8.0,Tue,AKLKUL,0.0,1.0,1.0,8.83,0
4,Internet,RoundTrip,17.0,6.0,Sun,AKLKUL,1.0,0.0,0.0,8.83,0
1,Internet,RoundTrip,30.0,13.0,Thu,AKLKUL,1.0,0.0,0.0,8.83,0
2,Internet,RoundTrip,30.0,8.0,Wed,AKLKUL,1.0,0.0,1.0,8.83,0
4,Internet,RoundTrip,21.0,10.0,Fri,AKLKUL,1.0,0.0,0.0,8.83,1
1,Internet,RoundTrip,82.0,9.0,Sun,AKLKUL,1.0,0.0,1.0,8.83,1
5,Internet,RoundTrip,17.0,12.0,Thu,AKLKUL,1.0,0.0,1.0,8.83,1
1,Internet,RoundTrip,25.0,9.0,Mon,AKLKUL,1.0,0.0,1.0,8.83,0
2,Internet,RoundTrip,69.0,21.0,Thu,AKLKUL,1.0,0.0,0.0,8.83,0
1,Internet,RoundTrip,54.0,8.0,Tue,AKLKUL,1.0,1.0,1.0,8.83,0
1,Internet,RoundTrip,17.0,4.0,Mon,AKLKUL,1.0,0.0,1.0,8.83,0
1,Internet,RoundTrip,28.0,7.0,Sun,AKLKUL,0.0,0.0,0.0,8.83,1
4,Internet,RoundTrip,17.0,4.0,Sun,AKLKUL,0.0,0.0,0.0,8.83,0
